Judge,Offense,AverageIncarcerationYear,TotalCasesYear,TotalIncarcerationYears,MaxSentenceYear,MinSentenceYear,StdDevSentenceYear,MedianSentenceYear,ModeSentenceYear,AverageProbationMonth,TotalProbationMonthInstances,TotalIncarcerationMonth,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth,County,Judgeid
PATRICIA M WILD,STALKING-ENGAGE CONDUCT REASON,199.666666666667,3,599,540,0,296.20994806612,59,0,0,3,0,0,0,0,0,0,ATL,
PATRICIA M WILD,TAMPERING WITH PHYSICAL EVIDEN,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,ATL,
PATRICIA M WILD,TERRORISTIC THREATS-THREAT TO,223,12,2676,1460,0,499.865254570942,0,0,30,12,360,60,0,24.8046916383318,36,0,ATL,
PATRICIA M WILD,TERRORISTIC THREATS-THREATEN I,130.25,4,521,364,0,172.515458244568,78.5,0,9,4,36,36,0,18,0,0,ATL,
PATRICIA M WILD,THEFT BY DECEPTION-VALUE $500-,0,3,0,0,0,0,0,0,52,3,156,60,36,13.856406460551,60,60,ATL,
PATRICIA M WILD,THEFT BY UNLAWFL TAKNG-MOVABLE,20.4615384615385,13,266,98,0,39.4390149146235,0,0,16.6153846153846,13,216,36,0,14.3151345408654,24,24,ATL,
PATRICIA M WILD,THEFT BY UNLAWFUL TAKNG-MOVABL,0,3,0,0,0,0,0,0,8,3,24,12,0,6.92820323027551,12,12,ATL,
PATRICIA M WILD,THEFT OF PROP LOST MISLAID/DEL,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,ATL,
PATRICIA M WILD,THEFT OF SERVICES-ELECTRIC MET,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ATL,
PATRICIA M WILD,THEFT-FROM THE PERSON OF ANOTH,6.25,4,25,25,0,12.5,0,0,18,4,72,36,0,20.7846096908265,18,0,ATL,
PATRICIA M WILD,THEFT-VALUE LESS THAN $200,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ATL,
PATRICIA M WILD,THROWING BODILY FLUID AT LAW E,364,1,364,364,364,,364,364,60,1,60,60,60,,60,60,ATL,
PATRICIA M WILD,UNLAW TAKING MEANS OF CONVEYAN,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,ATL,
PATRICIA M WILD,UNLAWFUL POSS WEAP - OTHER WEA,342,4,1368,610,0,284.820411253594,379,0,15,4,60,36,0,18,12,0,ATL,
PATRICIA M WILD,UNLAWFUL POSS WEAPON - HANDGUN,0,2,0,0,0,0,0,0,18,2,36,36,0,25.4558441227157,18,0,ATL,
PATRICIA M WILD,UNLAWFUL POSS WEAPON-HANDGUNS,2117,5,10585,2920,1825,475.901775579793,1825,1825,0,5,0,0,0,0,0,0,ATL,
PATRICIA M WILD,VIOLATION OF PUBLIC HEALTH/SAF,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,ATL,
PATRICIA M WILD,WANDERING/PROWLING TO OBTAIN/S,0,5,0,0,0,0,0,0,4.8,5,24,12,0,6.57267069006199,0,0,ATL,
PATRICIA M WILD,WITNESS TAMPERING-OBSTRUCT OFF,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,ATL,
PATRICIA M WILD JSC,AGG ASSAULT-ATTEMPT/CAUSE SIGN,60,3,180,180,0,103.923048454133,0,0,36,3,108,60,12,24,36,12,CPM,
PATRICIA M WILD JSC,CERTAIN PERSONS NOT TO HAVE WE,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,CONTEMPT - VIOLATE DV ORDER BY,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,CRIMINAL MISCHIEF-DAMAGE PROPE,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,CRIMINAL TRESPASS-DEFIANT TRES,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,DISORDERLY CONDUCT-IMPROP BEHA,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,ENDANGERING-ABUSE/NEGLECT OF A,630,1,630,630,630,,630,630,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,IDENTITY CRIME-IMPERSONATN-VAL,364,1,364,364,364,,364,364,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,MANSLAUGHTER - COMMITTED RECKL,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,OBSTRUCT ADMIN OF LAW-OBSTRUCT,305,1,305,305,305,,305,305,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,OPERATE MV DURING LICENSE SUSP,180,1,180,180,180,,180,180,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,POSS CDS/ANALOG - SCHD I II II,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,CPM,
PATRICIA M WILD JSC,RECEIVNG STOLEN PROP-KNOW PROP,201,1,201,201,201,,201,201,0,1,0,0,0,,0,0,CPM,
PATRICIA M WILD JSC,RESIST ARR/ELUD-USE/THREATEN F,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,CPM,
PATRICK J ARRE,ABUSE/ABANDONMENT/CRUELTY & NE,127,2,254,254,0,179.605122421383,127,0,6,2,12,12,0,8.48528137423857,6,0,HUD,
PATRICK J ARRE,AGG ASSAULT,221,1,221,221,221,,221,221,60,1,60,60,60,,60,60,HUD,
PATRICK J ARRE,AGG ASSAULT - ON DOMESTIC VIOL,730,3,2190,1095,0,632.19854476264,1095,1095,12,3,36,36,0,20.7846096908265,0,0,HUD,
PATRICK J ARRE,AGG ASSAULT - STRANGLE DOMESTI,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,HUD,
PATRICK J ARRE,AGG ASSAULT W/ FIREARM,180,3,540,540,0,311.769145362398,0,0,0,3,0,0,0,0,0,0,HUD,
PATRICK J ARRE,AGG ASSAULT-ATTEMPT/CAUSE BI W,547.5,2,1095,1095,0,774.28192539927,547.5,0,24,2,48,48,0,33.9411254969543,24,0,HUD,
PATRICK J ARRE,AGG ASSAULT-ATTEMPT/CAUSE SBI,1520.83333333333,6,9125,1825,0,745.05313009655,1825,1825,6,6,36,36,0,14.6969384566991,0,0,HUD,
PATRICK J ARRE,AGG ASSAULT-ATTEMPT/CAUSE SIGN,110.5,2,221,221,0,156.270598642227,110.5,0,48,2,96,60,36,16.9705627484771,48,36,HUD,
PATRICK J ARRE,AGG ASSAULT-ON LAW ENFORCEMENT,0,2,0,0,0,0,0,0,18,2,36,36,0,25.4558441227157,18,0,HUD,
PATRICK J ARRE,AGG SEX ASSAULT-D ARMED W/ & T,3650,1,3650,3650,3650,,3650,3650,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,AGG SEX ASSAULT-V >=13 & <16-D,5475,1,5475,5475,5475,,5475,5475,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,AGGRAVATED MANSLAUGHTER-EXTREM,3545.71428571429,7,24820,5840,1825,1241.61329383531,3650,3650,0,7,0,0,0,0,0,0,HUD,
PATRICK J ARRE,AGGRAVATED SEXUAL ASSAULT - VI,13687.5,2,27375,21900,5475,11614.228880989,13687.5,5475,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,ARSON-RECKLESS DANGER OF DEATH,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,HUD,
PATRICK J ARRE,ASSAULT BY AUTO/VESSEL-RECKLES,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,HUD,
PATRICK J ARRE,"BAD CHECKS-VALUE $1,000-<$75,0",0,2,0,0,0,0,0,0,12,2,24,12,12,0,12,12,HUD,
PATRICK J ARRE,"BAD CHECKS-VALUE $200-<$1,000",0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,BURGLARY-ENTERING STRUCTURE ET,410.5625,32,13138,1825,0,685.996376248305,0,0,35.25,32,1128,60,0,25.122923602212,36,60,HUD,
PATRICK J ARRE,BURGLARY-NO BI AND/OR UNARMED,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,HUD,
PATRICK J ARRE,BURGLARY-REMAIN IN STRUCTURE E,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,HUD,
PATRICK J ARRE,CARJACKING-THREATEN OCCUPANT /,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,CDS - MANU/DIST/PWID - HEROIN/,1022,5,5110,3650,0,1599.34986791509,0,0,36,5,180,60,0,32.86335345031,60,60,HUD,
PATRICK J ARRE,CDS - MANU/DIST/PWID - SCHD I,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,CDS - MANU/DIST/PWID -MARI =/>,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,HUD,
PATRICK J ARRE,CDS/ANALOG - DISTRIBUTE ON/NEA,521.428571428571,7,3650,1825,0,890.508816565536,0,0,22.2857142857143,7,156,48,0,17.5662013130736,24,24,HUD,
PATRICK J ARRE,CONSPIRACY - AGREE/ENGAGE IN C,1186.25,4,4745,1825,0,862.461351791101,1460,1825,9,4,36,36,0,18,0,0,HUD,
PATRICK J ARRE,CONTEMPT-VIOLATE JUDICIAL/REST,364.75,4,1459,1095,0,516.18819242598,182,0,27,4,108,60,0,26.6082693913001,24,0,HUD,
PATRICK J ARRE,CREDIT CARD CRIME-CRED CARD TH,216,5,1080,540,0,295.77018105279,0,0,9.6,5,48,24,0,10.0399203184089,12,0,HUD,
PATRICK J ARRE,CREDIT CARD THEFT - FRAUDULENT,0,2,0,0,0,0,0,0,60,2,120,60,60,0,60,60,HUD,
PATRICK J ARRE,CRIMINAL MISCHIEF-DAMAGE PROPE,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
PATRICK J ARRE,CRIMINAL RESTRAINT - RISK OF S,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,HUD,
PATRICK J ARRE,CRIMINAL SEXUAL CONTACT,0,2,0,0,0,0,0,0,42,2,84,60,24,25.4558441227157,42,24,HUD,
PATRICK J ARRE,CRIMINAL TRESPASS,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,HUD,
PATRICK J ARRE,CRIMINAL TRESPASS-DEFIANT TRES,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,CRIMINAL TRESPASS-PEERING INTO,324,1,324,324,324,,324,324,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,CRIMINAL TRESPASS-RESEARCH FAC,270,2,540,540,0,381.837661840736,270,0,18,2,36,36,0,25.4558441227157,18,0,HUD,
PATRICK J ARRE,CRIMINAL TRESPASS-STRUCT OTHER,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,HUD,
PATRICK J ARRE,CRIMINAL TRESPASS-UNLCNSED ENT,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,DEATH BY AUTO OR VESSEL (VEHIC,3280,1,3280,3280,3280,,3280,3280,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,DISORDERLY CONDUCT-IMPROP BEHA,3.75,8,30,30,0,10.6066017177982,0,0,0,8,0,0,0,0,0,0,"ESX, HUD",
PATRICK J ARRE,DISORDERLY CONDUCT-OFFENSIVE L,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,ENDANGERING ANOTHER-RECKLSSLY,0,1,0,0,0,,0,0,6,1,6,6,6,,6,6,HUD,
PATRICK J ARRE,ENDANGERING-ABUSE/NEGLECT OF A,730,2,1460,1460,0,1032.37590053236,730,0,18,2,36,36,0,25.4558441227157,18,0,HUD,
PATRICK J ARRE,ENDANGERING-SEXUAL CONDUCT WIT,1338.33333333333,3,4015,1825,1095,421.465696508427,1095,1095,0,3,0,0,0,0,0,0,HUD,
PATRICK J ARRE,FAILURE TO REPORT AN ACT OF CH,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,FALSE PUBLIC ALARMS,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,FENCING-DEALING IN STOLEN PROP,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
PATRICK J ARRE,FORGERY-MONEY/SECRTIES/CHECK E,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,HARASSMENT-COMMUNICATION IN MA,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,HINDERING-ONESELF-HIDE EVID UN,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,HUD,
PATRICK J ARRE,KNOWINGLY LEAVE SCENE OF ACCID,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,LEWDNESS - OBSERVED BY CHILD <,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,LEWDNESS - OBSERVED BY OTHERS,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,MANSLAUGHTER - COMMITTED RECKL,2311.66666666667,3,6935,2555,1825,421.465696508427,2555,2555,0,3,0,0,0,0,0,0,HUD,
PATRICK J ARRE,MANUF/DISTR CDS OR INTENT TO M,608.375,8,4867,1825,0,706.461795044249,426,0,22.5,8,180,60,0,26.7848571291424,12,0,HUD,
PATRICK J ARRE,METHAMPHETAMINE >= 1/2 OZ,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,HUD,
PATRICK J ARRE,MURDER - KNOWINGLY,121504.333333333,3,364513,327648,10950,178682.389412984,25915,10950,0,3,0,0,0,0,0,0,HUD,
PATRICK J ARRE,MURDER/FELONY MURDER,12775,1,12775,12775,12775,,12775,12775,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,OBSTRUCT ADMIN OF LAW-OBSTRUCT,47.8,5,239,239,0,106.88404932449,0,0,0,5,0,0,0,0,0,0,HUD,
PATRICK J ARRE,POSS CDS-FAILS TO GIVE CDS TO,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ESX,
PATRICK J ARRE,POSS CDS/ANALOG - SCHD I II II,298.636363636364,22,6570,1095,0,499.147324893214,0,0,26.7272727272727,22,588,60,0,22.1986310564237,24,0,HUD,
PATRICK J ARRE,POSS OF WEAPON FOR UNLAWFUL PU,1197.85714285714,7,8385,2370,0,987.9560429782,1825,1825,5.14285714285714,7,36,24,0,9.44154950963332,0,0,HUD,
PATRICK J ARRE,PROHIBITED WEAPONS AND DEVICES,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,HUD,
PATRICK J ARRE,RECEIVING STOLEN PROPERTY-VAL,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,RECEIVING STOLEN PROPERTY-VALU,180,3,540,540,0,311.769145362398,0,0,12,3,36,36,0,20.7846096908265,0,0,HUD,
PATRICK J ARRE,RECEIVNG STOLEN PROP-KNOW PROP,399.909090909091,11,4399,1460,0,620.522433848359,0,0,24,11,264,60,0,20.7846096908265,36,36,HUD,
PATRICK J ARRE,RECKLESS DEATH BY AUTO OR VESS,1642.5,2,3285,1825,1460,258.09397513309,1642.5,1460,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,REG OF SEX OFF-NOTICE OF CHANG,1095,2,2190,1095,1095,0,1095,1095,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,REGISTRATION OF SEX OFFENDER-V,0,3,0,0,0,0,0,0,20,3,60,60,0,34.6410161513776,0,0,HUD,
PATRICK J ARRE,REGISTRATION OF SEX OFFENDERS-,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,ESX,
PATRICK J ARRE,RESIST ARR/ELUD-AFTER INSTRUCT,912.5,2,1825,1825,0,1290.46987566545,912.5,0,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,RESIST ARR/ELUD-FLIGHT PREVENT,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,RESIST ARR/ELUD-PREVENTS OFFIC,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,ROBBERY-INFLICTS BI OR USES FO,2737.5,6,16425,5475,1095,1644.52652760605,2372.5,1095,0,6,0,0,0,0,0,0,HUD,
PATRICK J ARRE,ROBBERY-THREAT OR FEAR OF BI,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,ROBBERY-THREAT OR FEAR OF BI -,2555,2,5110,3285,1825,1032.37590053236,2555,1825,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,SEXUAL ASSAULT-FORCE/COERCION,1642.5,2,3285,1825,1460,258.09397513309,1642.5,1460,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,SEXUAL ASSAULT-VIC < 13 & DEF,1946.66666666667,3,5840,2920,1095,918.563189624608,1825,1095,0,3,0,0,0,0,0,0,HUD,
PATRICK J ARRE,SEXUAL ASSAULT-VICTIM 13-15 Y/,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,SHOPLIFTING-CONCEAL MERCH-RETA,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,HUD,
PATRICK J ARRE,SHOPLIFTING-RETAIL VALUE LESS,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,SHOPLIFTING-TAKE MERCH W/O PAY,148,2,296,296,0,209.303607231218,148,0,18,2,36,36,0,25.4558441227157,18,0,HUD,
PATRICK J ARRE,SHOPLIFTING-TAKE MERCH W/OUT P,90,6,540,360,0,150.598804776134,0,0,16,6,96,60,0,25.9229627936314,0,0,HUD,
PATRICK J ARRE,"SIMPLE ASSAULT-PURP/KNOW B.I.,",0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,HUD,
PATRICK J ARRE,SIMPLE ASSAULT-PURPOSELY/KNOWI,0,7,0,0,0,0,0,0,6,7,42,24,0,9.16515138991168,0,0,HUD,
PATRICK J ARRE,SPECIAL SENTENCE PSL/CSL - VIO,240,6,1440,360,0,185.903200617956,360,360,0,6,0,0,0,0,0,0,HUD,
PATRICK J ARRE,STALKING-REPEAT OFFENDER AND S,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,"TAKES,OPERATES,EXERCISE CNTRL",0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,HUD,
PATRICK J ARRE,TERRORISTIC THREATS-THREAT TO,72.8,5,364,364,0,162.785748761985,0,0,36,5,180,36,36,0,36,36,HUD,
PATRICK J ARRE,TERRORISTIC THREATS-THREATEN I,0,3,0,0,0,0,0,0,40,3,120,48,36,6.92820323027551,36,36,"ESX, HUD",
PATRICK J ARRE,THEFT BY DECEPTION-VALUE $500-,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,HUD,
PATRICK J ARRE,THEFT BY DECEPTION-VALUE LESS,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,HUD,
PATRICK J ARRE,THEFT BY UNLAWFL TAKNG-IMMOVAB,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,THEFT BY UNLAWFL TAKNG-MOVABLE,266.307692307692,26,6924,1825,0,513.744509983768,0,0,26.7692307692308,26,696,60,0,22.5925787679188,36,0,HUD,
PATRICK J ARRE,THEFT BY UNLAWFL TAKNG-VALUE $,105.5,2,211,211,0,149.199530830362,105.5,0,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,THEFT BY UNLAWFUL TAKNG-MOVABL,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,HUD,
PATRICK J ARRE,THROWING BODILY FLUID AT LAW E,0,2,0,0,0,0,0,0,9,2,18,18,0,12.7279220613579,9,0,HUD,
PATRICK J ARRE,UNLAW TAKING MEANS CONVEYANCE-,0,5,0,0,0,0,0,0,33.6,5,168,36,24,5.3665631459995,36,36,HUD,
PATRICK J ARRE,UNLAW TAKING MEANS OF CONVEYAN,53,2,106,106,0,74.953318805774,53,0,18,2,36,24,12,8.48528137423857,18,12,HUD,
PATRICK J ARRE,UNLAWFUL POSS WEAP - OTHER WEA,36.8333333333333,6,221,221,0,90.2228721925137,0,0,31,6,186,60,12,22.8997816583478,21,12,HUD,
PATRICK J ARRE,UNLAWFUL POSS WEAPON-HANDGUNS,1303.57142857143,7,9125,1825,0,890.508816565536,1825,1825,10.2857142857143,7,72,60,0,22.3734536576593,0,0,HUD,
PATRICK J ARRE,UNLAWFUL POSSESSION OF WEAPONS,93,4,372,372,0,186,0,0,36,4,144,60,0,25.9229627936314,42,0,HUD,
PATRICK J ARRE,USE/POSS W/INTEUSE/POSS W/INT,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,HUD,
PATRICK J ARRE,WANDER/REMAIN/PROWL IN PUBLIC,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PATRICK J ARRE,WANDERING/PROWLING TO OBTAIN/S,6.66666666666667,27,180,180,0,34.6410161513775,0,0,0,27,0,0,0,0,0,0,"ESX, HUD",
PAUL M DEPASCALE,ABUSE/ABANDONMENT/CRUELTY & NE,0,7,0,0,0,0,0,0,6.85714285714286,7,48,12,0,6.41426980589819,12,12,HUD,
PAUL M DEPASCALE,AGG ASSAULT - ON DOMESTIC VIOL,0,2,0,0,0,0,0,0,18,2,36,24,12,8.48528137423857,18,12,HUD,
PAUL M DEPASCALE,AGG ASSAULT - STRANGLE DOMESTI,0,2,0,0,0,0,0,0,24,2,48,24,24,0,24,24,HUD,
PAUL M DEPASCALE,AGG ASSAULT W/ FIREARM,540,3,1620,540,540,0,540,540,0,3,0,0,0,0,0,0,HUD,
PAUL M DEPASCALE,AGG ASSAULT-ATTEMPT/CAUSE BI W,365,3,1095,1095,0,632.19854476264,0,0,16,3,48,24,0,13.856406460551,24,24,HUD,
PAUL M DEPASCALE,AGG ASSAULT-ATTEMPT/CAUSE SBI,2190,3,6570,2920,1825,632.19854476264,1825,1825,0,3,0,0,0,0,0,0,HUD,
PAUL M DEPASCALE,AGG ASSAULT-ATTEMPT/CAUSE SIGN,113.5,8,908,364,0,166.61932661009,0,0,24,8,192,24,24,0,24,24,HUD,
PAUL M DEPASCALE,AGG ASSAULT-CAUSE INJURY WITH,0,5,0,0,0,0,0,0,16.8,5,84,24,0,10.733126291999,24,24,HUD,
PAUL M DEPASCALE,AGG ASSAULT-ON LAW ENFORCEMENT,0,4,0,0,0,0,0,0,12,4,48,24,0,9.79795897113271,12,12,HUD,
PAUL M DEPASCALE,AGG SEX ASSAULT-DURING ROBBERY,3650,1,3650,3650,3650,,3650,3650,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,"AGG SEX ASSAULT-V HELPLESS, IN",2555,1,2555,2555,2555,,2555,2555,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,AGGRAVATED CRIMINAL SEXUAL CON,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,AGGRAVATED MANSLAUGHTER-EXTREM,6935,2,13870,7300,6570,516.18795026618,6935,6570,0,2,0,0,0,0,0,0,HUD,
PAUL M DEPASCALE,BIAS INTIMIDATION-UNDERLYING O,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,HUD,
PAUL M DEPASCALE,BURGLARY-ENTERING STRUCTURE ET,642.391304347826,23,14775,1825,0,812.345746987218,364,0,17.7391304347826,23,408,60,0,14.4134324702037,24,24,HUD,
PAUL M DEPASCALE,BURGLARY-NO BI AND/OR UNARMED,0,2,0,0,0,0,0,0,3,2,6,6,0,4.24264068711929,3,0,HUD,
PAUL M DEPASCALE,BURGLARY-TRESPASS ON UTILITY C,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,HUD,
PAUL M DEPASCALE,CDS/ANALOG - DISTRIBUTE ON/NEA,0,6,0,0,0,0,0,0,15,6,90,24,0,10.5640901169954,18,24,HUD,
PAUL M DEPASCALE,CONTEMPT - VIOLATE DV ORDER BY,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,CONTEMPT-VIOLATE JUDICIAL/REST,0,8,0,0,0,0,0,0,21,8,168,36,0,13.9795769402572,18,12,HUD,
PAUL M DEPASCALE,CREDIT CARD CRIME-CRED CARD TH,0,7,0,0,0,0,0,0,10.2857142857143,7,72,24,0,10.7968249301092,12,0,HUD,
PAUL M DEPASCALE,CRIMINAL ATTEMPT - PURPOSELY E,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,CRIMINAL MISCHIEF,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,HUD,
PAUL M DEPASCALE,CRIMINAL MISCHIEF-DAMAGE PROPE,79.25,16,1268,540,0,174.375648146944,0,0,12.75,16,204,24,0,11.144505372604,12,24,HUD,
PAUL M DEPASCALE,CRIMINAL RESTRAINT - RISK OF S,0,2,0,0,0,0,0,0,18,2,36,24,12,8.48528137423857,18,12,HUD,
PAUL M DEPASCALE,CRIMINAL SEXUAL CONTACT,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,HUD,
PAUL M DEPASCALE,CRIMINAL TRESPASS-RESEARCH FAC,56,13,728,364,0,136.694306148184,0,0,9.23076923076923,13,120,24,0,7.18973627418334,12,12,HUD,
PAUL M DEPASCALE,CRIMINAL TRESPASS-STRUCT OTHER,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,CYBER HARRASSMENT- THREATEN IN,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,HUD,
PAUL M DEPASCALE,ENDANGERING-SEXUAL CONDUCT WIT,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,EXHIBIT FALSE MOTOR VEHICLE IN,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,HUD,
PAUL M DEPASCALE,FALSE REPRT TO LAW ENFOR-FICT,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,HUD,
PAUL M DEPASCALE,FENCING-POSSESSION OF ALTERED,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,HUD,
PAUL M DEPASCALE,FORGERY-ALTER/CHNG WRITING W/O,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,HUD,
PAUL M DEPASCALE,HINDERING-HARBOR ANOTHER-UNDER,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,INSURANCE FRAUD-FALSE CLAIM ET,0,2,0,0,0,0,0,0,6,2,12,12,0,8.48528137423857,6,0,HUD,
PAUL M DEPASCALE,KNOWING LEAVING SCENE OF MV AC,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,KNOWINGLY LEAVE SCENE OF ACCID,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,HUD,
PAUL M DEPASCALE,LEWDNESS - OBSERVED BY CHILD <,360,1,360,360,360,,360,360,0,1,0,0,0,,0,0,HUD,
PAUL M DEPASCALE,MANUF/DISTR CDS OR INTENT TO M,2372.5,6,14235,5840,0,2639.63397083762,1460,0,6,6,36,24,0,10.0399203184089,0,0,HUD,
PAUL M DEPASCALE,"POSS CDS - > 50G MARIJUANA, 5G",0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,HUD,
