Judge,Offense,AverageIncarcerationYear,TotalCasesYear,TotalIncarcerationYears,MaxSentenceYear,MinSentenceYear,StdDevSentenceYear,MedianSentenceYear,ModeSentenceYear,AverageProbationMonth,TotalProbationMonthInstances,TotalIncarcerationMonth,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth,ID
SIOBHAN A TEARE,UNLAWFUL POSS WEAP - OTHER WEA,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,6030
SIOBHAN A TEARE,UNLAWFUL POSS WEAPON - HANDGUN,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,6031
SIOBHAN A TEARE,UNLAWFUL POSS WEAPON- PRIOR CO,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,6032
SIOBHAN A TEARE,UNLAWFUL POSS WEAPON-HANDGUNS,855.3333333333334,6,5132,1825,0,635.8888791814704,912.5,1095,8.0,6,48,36,0,14.53272169966796,0.0,0,6033
SIOBHAN A TEARE,WANDERING/PROWLING TO OBTAIN/S,46.833333333333336,6,281,281,0,114.7177696203455,0.0,0,0.0,6,0,0,0,0.0,0.0,0,6034
SOHAIL MOHAMMED,ABSCONDING FROM PAROLE,365.0,1,365,365,365,,365.0,365,0.0,1,0,0,0,,0.0,0,6035
SOHAIL MOHAMMED,AGG ARSON-PURPOSE OR KNOWING D,2190.0,1,2190,2190,2190,,2190.0,2190,0.0,1,0,0,0,,0.0,0,6036
SOHAIL MOHAMMED,AGG ASSAULT - ON DOMESTIC VIOL,383.6666666666667,3,1151,1095,12,616.2404833612713,44.0,12,12.0,3,36,24,0,12.0,12.0,0,6037
SOHAIL MOHAMMED,AGG ASSAULT - STRANGLE DOMESTI,103.5,2,207,192,15,125.15790027001891,103.5,15,12.0,2,24,24,0,16.97056274847714,12.0,0,6038
SOHAIL MOHAMMED,AGG ASSAULT W/ FIREARM,580.4,5,2902,742,540,90.33714629099151,540.0,540,7.2,5,36,36,0,16.099689437998485,0.0,0,6039
SOHAIL MOHAMMED,AGG ASSAULT-ATTEMPT/CAUSE BI W,60.0,2,120,120,0,84.8528137423857,60.0,0,24.0,2,48,24,24,0.0,24.0,24,6040
SOHAIL MOHAMMED,AGG ASSAULT-ATTEMPT/CAUSE SBI,1916.25,4,7665,2555,1460,459.28159481230404,1825.0,1825,0.0,4,0,0,0,0.0,0.0,0,6041
SOHAIL MOHAMMED,AGG ASSAULT-ATTEMPT/CAUSE SIGN,856.3333333333334,3,2569,2357,0,1303.9311075871046,212.0,0,28.0,3,84,60,0,30.199337741083,24.0,0,6042
SOHAIL MOHAMMED,AGG ASSAULT-CAUSE INJURY WITH,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,6043
SOHAIL MOHAMMED,AGG ASSAULT-ON LAW ENFORCEMENT,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,6044
SOHAIL MOHAMMED,AGGRAVATED CRIMINAL SEXUAL CON,364.0,1,364,364,364,,364.0,364,0.0,1,0,0,0,,0.0,0,6045
SOHAIL MOHAMMED,AGGRAVATED MANSLAUGHTER-EXTREM,6205.0,1,6205,6205,6205,,6205.0,6205,0.0,1,0,0,0,,0.0,0,6046
SOHAIL MOHAMMED,BURGLARY-ENTERING STRUCTURE ET,651.1176470588235,17,11069,1825,0,526.9434128007653,540.0,1095,13.411764705882353,17,228,36,0,16.908055859299036,0.0,0,6047
SOHAIL MOHAMMED,BURGLARY-NO BI AND/OR UNARMED,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,6048
SOHAIL MOHAMMED,CARJACKING-INFLICT BI OR USES,10.0,1,10,10,10,,10.0,10,60.0,1,60,60,60,,60.0,60,6049
SOHAIL MOHAMMED,CAUSING SERIOUS INJURY DRIVING,30.0,1,30,30,30,,30.0,30,24.0,1,24,24,24,,24.0,24,6050
SOHAIL MOHAMMED,CDS - MANU/DIST/PWID - HEROIN/,918.4615384615385,13,11940,3650,0,1349.574230105222,42.0,0,20.307692307692307,13,264,60,0,21.005493786882734,24.0,0,6051
SOHAIL MOHAMMED,CDS - MANU/DIST/PWID - MARIJ >,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,6052
SOHAIL MOHAMMED,CDS/ANALOG - DISTRIBUTE ON/NEA,907.5454545454545,11,9983,1825,0,878.4527720528138,1460.0,0,15.272727272727273,11,168,60,0,19.416956038941372,12.0,0,6053
SOHAIL MOHAMMED,CONSPIRACY - AGREE/ENGAGE IN C,392.2,5,1961,1825,0,801.8317778686501,46.0,0,19.2,5,96,24,0,10.73312629199899,24.0,24,6054
SOHAIL MOHAMMED,CONTEMPT - VIOLATE DV ORDER BY,70.0,1,70,70,70,,70.0,70,24.0,1,24,24,24,,24.0,24,6055
SOHAIL MOHAMMED,CONTEMPT-VIOLATE JUDICIAL/REST,51.0,2,102,55,47,5.656854249492381,51.0,47,18.0,2,36,24,12,8.48528137423857,18.0,12,6056
SOHAIL MOHAMMED,CREDIT CARD THEFT - FRAUDULENT,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,6057
SOHAIL MOHAMMED,CRIMINAL ATTEMPT - PURPOSELY E,2555.0,1,2555,2555,2555,,2555.0,2555,0.0,1,0,0,0,,0.0,0,6058
SOHAIL MOHAMMED,CRIMINAL MISCHIEF-DAMAGE PROPE,0.0,2,0,0,0,0.0,0.0,0,15.0,2,30,24,6,12.727922061357855,15.0,6,6059
SOHAIL MOHAMMED,CRIMINAL TRESPASS-DEFIANT TRES,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,6060
SOHAIL MOHAMMED,CRIMINAL TRESPASS-RESEARCH FAC,121.5,2,243,243,0,171.82694782833104,121.5,0,12.0,2,24,12,12,0.0,12.0,12,6061
SOHAIL MOHAMMED,CRIMINAL TRESPASS-STRUCT OTHER,172.5,2,345,345,0,243.9518395093589,172.5,0,6.0,2,12,12,0,8.48528137423857,6.0,0,6062
SOHAIL MOHAMMED,CRUELTY & NEGLECT OF CHILDREN,59.0,4,236,236,0,118.0,0.0,0,21.0,4,84,24,12,6.0,24.0,24,6063
SOHAIL MOHAMMED,DISORDERLY CONDUCT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,6064
SOHAIL MOHAMMED,DISORDERLY CONDUCT-IMPROP BEHA,0.0,4,0,0,0,0.0,0.0,0,0.0,4,0,0,0,0.0,0.0,0,6065
SOHAIL MOHAMMED,DISORDERLY CONDUCT-OFFENSIVE L,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,6066
SOHAIL MOHAMMED,DRUG-INDUCED DEATH - STRICT LI,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,6067
SOHAIL MOHAMMED,ENDANGERING AN INJURED VICTIM,364.0,1,364,364,364,,364.0,364,24.0,1,24,24,24,,24.0,24,6068
SOHAIL MOHAMMED,ENDANGERING-SEXUAL CONDUCT WIT,1460.0,3,4380,1825,1095,365.0,1460.0,1095,0.0,3,0,0,0,0.0,0.0,0,6069
SOHAIL MOHAMMED,FORGRY-FALSE AUTH OF WRIT-GOV,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,6070
SOHAIL MOHAMMED,HARASSMENT-ANY OTHER ALARMING,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,6071
SOHAIL MOHAMMED,HARASSMENT-COMMUNICATION IN MA,0.0,3,0,0,0,0.0,0.0,0,0.0,3,0,0,0,0.0,0.0,0,6072
SOHAIL MOHAMMED,HINDERING-FALSE INFO-UNDERLY 2,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,6073
SOHAIL MOHAMMED,HINDERING-FALSE INFO-UNDERLYIN,31.0,2,62,62,0,43.840620433565945,31.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,6074
SOHAIL MOHAMMED,IDENTITY CRIME-IMPERSONATN-VAL,180.0,1,180,180,180,,180.0,180,0.0,1,0,0,0,,0.0,0,6075
SOHAIL MOHAMMED,INTFERE W/TRANS-DISRUPT VHCLE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,6076
SOHAIL MOHAMMED,KNOW POSS/VIEW/CTRL <1K ITEMS,1277.5,2,2555,1460,1095,258.0939751330898,1277.5,1095,0.0,2,0,0,0,0.0,0.0,0,6077
SOHAIL MOHAMMED,KNOWINGLY LEAVE SCENE OF ACCID,364.0,2,728,364,364,0.0,364.0,364,42.0,2,84,60,24,25.45584412271571,42.0,24,6078
SOHAIL MOHAMMED,LURING/ENTICING A CHILD,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,6079
SOHAIL MOHAMMED,MANUF/DISTR CDS OR INTENT TO M,1244.9473684210527,19,23654,3650,0,1165.907251584896,1095.0,1095,8.842105263157896,19,168,48,0,14.334353288883538,0.0,0,6080
SOHAIL MOHAMMED,OBSTRUCT ADMIN OF LAW-OBSTRUCT,0.0,3,0,0,0,0.0,0.0,0,8.0,3,24,12,0,6.928203230275509,12.0,12,6081
SOHAIL MOHAMMED,OPERATE MV DURING LICENSE SUSP,365.0,1,365,365,365,,365.0,365,0.0,1,0,0,0,,0.0,0,6082
SOHAIL MOHAMMED,PAROLE SUPERVISION FOR LIFE -,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,6083
SOHAIL MOHAMMED,"POSS CDS - > 50G MARIJUANA, 5G",0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,6084
SOHAIL MOHAMMED,POSS CDS-FAILS TO GIVE CDS TO,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,6085
SOHAIL MOHAMMED,POSS CDS/ANALOG - SCHD I II II,286.27450980392155,51,14600,1825,0,528.3423162470094,0.0,0,18.725490196078432,51,955,60,0,14.01867102313561,24.0,24,6086
SOHAIL MOHAMMED,POSS OF WEAPON FOR UNLAWFUL PU,456.0,4,1824,1460,0,690.9780507850207,182.0,0,21.0,4,84,36,0,18.0,24.0,36,6087
SOHAIL MOHAMMED,POSSESSION OF FIREARM WHILE CO,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,6088
SOHAIL MOHAMMED,PRIOR NERA (NO EARLY RELEASE A,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,6089
SOHAIL MOHAMMED,RECEIVNG STOLEN PROP-KNOW PROP,470.6666666666667,6,2824,1095,0,504.8333058215025,317.0,0,7.0,6,42,24,0,11.009087155618309,0.0,0,6090
SOHAIL MOHAMMED,RECKLESS DEATH BY AUTO OR VESS,2190.0,1,2190,2190,2190,,2190.0,2190,0.0,1,0,0,0,,0.0,0,6091
SOHAIL MOHAMMED,REG OF SEX OFF-NOTICE OF CHANG,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,6092
SOHAIL MOHAMMED,REGISTRATION OF SEX OFFENDER-V,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,12,12,0.0,12.0,12,6093
SOHAIL MOHAMMED,REGISTRATION OF SEX OFFENDERS-,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,6094
SOHAIL MOHAMMED,RESIST ARR/ELUD-AFTER INSTRUCT,90.5,4,362,292,0,138.32690748127544,35.0,0,19.5,4,78,24,6,9.0,24.0,24,6095
SOHAIL MOHAMMED,RESIST ARR/ELUD-FLIGHT PREVENT,290.0,2,580,540,40,353.5533905932738,290.0,40,0.0,2,0,0,0,0.0,0.0,0,6096
SOHAIL MOHAMMED,RESIST ARR/ELUD-MV OP- RISK OF,1277.5,2,2555,2555,0,1806.6578259316288,1277.5,0,12.0,2,24,24,0,16.97056274847714,12.0,0,6097
SOHAIL MOHAMMED,RESIST ARR/ELUD-PREVENTS OFFIC,78.0,2,156,156,0,110.30865786510141,78.0,0,0.0,2,0,0,0,0.0,0.0,0,6098
SOHAIL MOHAMMED,RESIST ARR/ELUD-USE/THREATEN F,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,6099
SOHAIL MOHAMMED,ROBBERY-THREAT OR FEAR OF BI,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,6100
SOHAIL MOHAMMED,ROBBERY-THREAT OR FEAR OF BI -,2920.0,1,2920,2920,2920,,2920.0,2920,0.0,1,0,0,0,,0.0,0,6101
SOHAIL MOHAMMED,SEXUAL ASSAULT-VIC < 13 & DEF,2190.0,1,2190,2190,2190,,2190.0,2190,0.0,1,0,0,0,,0.0,0,6102
SOHAIL MOHAMMED,SEXUAL ASSAULT-VICTIM 13-15 Y/,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,6103
SOHAIL MOHAMMED,SHOPLIFTING-TAKE MERCH W/O PAY,74.0,4,296,90,26,32.0,90.0,90,24.0,4,96,24,24,0.0,24.0,24,6104
SOHAIL MOHAMMED,SHOPLIFTING-TAKE MERCH W/OUT P,309.0,1,309,309,309,,309.0,309,0.0,1,0,0,0,,0.0,0,6105
SOHAIL MOHAMMED,"SIMPLE ASSAULT-PURP/KNOW B.I.,",0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,6106
SOHAIL MOHAMMED,SPECIAL SENTENCE PSL/CSL - VIO,3.5,2,7,5,2,2.1213203435596424,3.5,2,0.0,2,0,0,0,0.0,0.0,0,6107
SOHAIL MOHAMMED,STALKING-ENGAGE CONDUCT REASON,43.0,1,43,43,43,,43.0,43,24.0,1,24,24,24,,24.0,24,6108
SOHAIL MOHAMMED,TERRORISTIC THREATS-THREAT TO,0.0,2,0,0,0,0.0,0.0,0,36.0,2,72,36,36,0.0,36.0,36,6109
SOHAIL MOHAMMED,TERRORISTIC THREATS-THREATEN I,766.5,2,1533,1095,438,464.5691552395617,766.5,438,24.0,2,48,48,0,33.94112549695428,24.0,0,6110
SOHAIL MOHAMMED,THEFT BY DECEPTION-VALUE $7500,364.0,1,364,364,364,,364.0,364,60.0,1,60,60,60,,60.0,60,6111
SOHAIL MOHAMMED,THEFT BY UNLAWFL TAKNG-MOVABLE,389.6666666666667,9,3507,1095,0,457.00902616906814,237.0,0,7.333333333333333,9,66,24,0,8.366600265340756,6.0,0,6112
SOHAIL MOHAMMED,THEFT BY UNLAWFUL TAKNG-MOVABL,60.0,2,120,120,0,84.8528137423857,60.0,0,0.0,2,0,0,0,0.0,0.0,0,6113
SOHAIL MOHAMMED,THEFT-FROM THE PERSON OF ANOTH,1275.0,1,1275,1275,1275,,1275.0,1275,0.0,1,0,0,0,,0.0,0,6114
SOHAIL MOHAMMED,THROWING BODILY FLUID AT LAW E,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,6115
SOHAIL MOHAMMED,UNLAW TAKING MEANS CONVEYANCE-,270.0,2,540,540,0,381.8376618407357,270.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,6116
SOHAIL MOHAMMED,UNLAW TAKING MEANS OF CONVEYAN,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,6117
SOHAIL MOHAMMED,UNLAWFUL POSS WEAP - OTHER WEA,48.666666666666664,3,146,146,0,84.29313930168537,0.0,0,20.0,3,60,24,12,6.928203230275509,24.0,24,6118
SOHAIL MOHAMMED,UNLAWFUL POSS WEAPON-HANDGUNS,1548.0,15,23220,2555,1095,431.1024074559149,1260.0,1260,0.0,15,0,0,0,0.0,0.0,0,6119
SOHAIL MOHAMMED,USE/POSS W/INTENT TO USE DRUG,119.0,2,238,238,0,168.2914139223983,119.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0,6120
SOHAIL MOHAMMED,VIOLATION OF FIREARMS REGULATI,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,6121
SOHAIL MOHAMMED,WANDER/REMAIN/PROWL IN PUBLIC,0.0,7,0,0,0,0.0,0.0,0,0.0,7,0,0,0,0.0,0.0,0,6122
SOHAIL MOHAMMED,WANDERING/PROWLING TO OBTAIN/S,2.0,13,26,26,0,7.211102550927978,0.0,0,0.9230769230769231,13,12,12,0,3.3282011773513753,0.0,0,6123
SOHAIL MOHAMMED,WITNESS TAMPERING-WITHHOLD TES,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,6124
STEPHEN J TAYLOR,AGG ASSAULT - ON DOMESTIC VIOL,88.83333333333333,6,533,364,0,145.4735943966006,14.0,0,22.0,6,132,36,0,13.505554412907307,21.0,18,6125
STEPHEN J TAYLOR,AGG ASSAULT - STRANGLE DOMESTI,190.0,2,380,364,16,246.07315985291854,190.0,16,18.0,2,36,36,0,25.45584412271571,18.0,0,6126
STEPHEN J TAYLOR,AGG ASSAULT-ATTEMPT/CAUSE SBI,2190.0,1,2190,2190,2190,,2190.0,2190,0.0,1,0,0,0,,0.0,0,6127
STEPHEN J TAYLOR,AGG ASSAULT-CAUSE INJURY WITH,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,6128
STEPHEN J TAYLOR,AGG ASSAULT-ON LAW ENFORCEMENT,65.0,2,130,65,65,0.0,65.0,65,36.0,2,72,36,36,0.0,36.0,36,6129
STEPHEN J TAYLOR,AGG SEX ASSAULT-V >=13 & < 16-,3285.0,1,3285,3285,3285,,3285.0,3285,0.0,1,0,0,0,,0.0,0,6130
STEPHEN J TAYLOR,ASSAULT BY AUTO/VESSEL-RECKLES,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,6131
STEPHEN J TAYLOR,"BAD CHECKS-VALUE $200-<$1,000",69.0,1,69,69,69,,69.0,69,24.0,1,24,24,24,,24.0,24,6132
STEPHEN J TAYLOR,BURGLARY-ENTERING STRUCTURE ET,654.75,4,2619,1460,0,734.8312164481491,579.5,0,15.0,4,60,60,0,30.0,0.0,0,6133
STEPHEN J TAYLOR,CDS - MANU/DIST/PWID - HEROIN/,364.0,1,364,364,364,,364.0,364,24.0,1,24,24,24,,24.0,24,6134
STEPHEN J TAYLOR,CDS - MANU/DIST/PWID - MARIJ >,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,6135
STEPHEN J TAYLOR,CDS - MANU/DIST/PWID - SCHD I,140.0,1,140,140,140,,140.0,140,24.0,1,24,24,24,,24.0,24,6136
STEPHEN J TAYLOR,CDS-MANU/DIST/PWID-MARIJ=/>1OZ,90.0,1,90,90,90,,90.0,90,36.0,1,36,36,36,,36.0,36,6137
STEPHEN J TAYLOR,CERT PERSON NOT TO HAVE WEAP P,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,6138
STEPHEN J TAYLOR,CERTAIN PERSONS NOT TO HAVE WE,2.0,1,2,2,2,,2.0,2,24.0,1,24,24,24,,24.0,24,6139
STEPHEN J TAYLOR,CONSPIRACY,168.0,1,168,168,168,,168.0,168,0.0,1,0,0,0,,0.0,0,6140
STEPHEN J TAYLOR,CONSPIRACY - AGREE/ENGAGE IN C,394.0,1,394,394,394,,394.0,394,0.0,1,0,0,0,,0.0,0,6141
STEPHEN J TAYLOR,CONTEMPT,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,6142
STEPHEN J TAYLOR,CONTEMPT - VIOLATE DOMESTIC VI,54.0,4,216,180,0,85.43223435370673,18.0,0,15.0,4,60,36,0,15.0996688705415,12.0,12,6143
STEPHEN J TAYLOR,CONTEMPT - VIOLATE DV ORDER BY,163.16666666666666,6,979,364,0,164.71480403007698,128.0,0,12.0,6,72,36,0,15.17893276880822,6.0,0,6144
STEPHEN J TAYLOR,CONTEMPT-VIOLATE JUDICIAL/REST,75.16666666666667,6,451,364,0,144.32798296472748,6.0,0,16.0,6,96,24,0,9.797958971132712,18.0,24,6145
STEPHEN J TAYLOR,CRIMINAL MISCHIEF-DAMAGE PROPE,3.0,1,3,3,3,,3.0,3,24.0,1,24,24,24,,24.0,24,6146
STEPHEN J TAYLOR,CRIMINAL SEXUAL CONTACT,90.0,1,90,90,90,,90.0,90,36.0,1,36,36,36,,36.0,36,6147
STEPHEN J TAYLOR,CRIMINAL TRESPASS-RESEARCH FAC,64.0,1,64,64,64,,64.0,64,12.0,1,12,12,12,,12.0,12,6148
STEPHEN J TAYLOR,CRIMINAL TRESPASS-STRUCT OTHER,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,6149
STEPHEN J TAYLOR,ENDANGERING-PERMIT CHILD TO EN,8760.0,1,8760,8760,8760,,8760.0,8760,0.0,1,0,0,0,,0.0,0,6150
STEPHEN J TAYLOR,ENDANGERING-SEXUAL CONDUCT WIT,912.0,2,1824,1460,364,774.9890321804561,912.0,364,12.0,2,24,24,0,16.97056274847714,12.0,0,6151
STEPHEN J TAYLOR,FRESHWATER WETLANDS PROTECTION,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,6152
STEPHEN J TAYLOR,HARASSMENT WHILE IMPRISONED OR,230.5,2,461,364,97,188.79751057680818,230.5,97,12.0,2,24,24,0,16.97056274847714,12.0,0,6153
STEPHEN J TAYLOR,HARASSMENT-COMMUNICATION IN MA,31.0,4,124,103,0,48.25626038833372,10.5,0,18.0,4,72,36,0,15.491933384829668,18.0,0,6154
STEPHEN J TAYLOR,HARASSMENT-STRIKING/OFFENSIVE,30.0,1,30,30,30,,30.0,30,0.0,1,0,0,0,,0.0,0,6155
STEPHEN J TAYLOR,HINDERING-FALSE INFO-UNDERLYIN,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,6156
STEPHEN J TAYLOR,HINDERING-ONESELF-HIDE EVID UN,277.0,2,554,364,190,123.03657992645927,277.0,190,36.0,2,72,36,36,0.0,36.0,36,6157
STEPHEN J TAYLOR,HINDERING-ONESELF-HIDE/SUPPRES,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,6158
STEPHEN J TAYLOR,KNOW POSS/VIEW/CTRL 1K<100K CH,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,6159
STEPHEN J TAYLOR,OBSTRUCT ADMIN OF LAW-OBSTRUCT,1.0,3,3,3,0,1.7320508075688772,0.0,0,8.0,3,24,12,0,6.928203230275509,12.0,12,6160
STEPHEN J TAYLOR,OPERATE MV DURING LICENSE SUSP,241.66666666666666,3,725,365,180,106.80979980008077,180.0,180,0.0,3,0,0,0,0.0,0.0,0,6161
STEPHEN J TAYLOR,POSS CDS-FAILS TO GIVE CDS TO,7.333333333333333,3,22,20,0,11.015141094572204,2.0,0,2.0,3,6,6,0,3.4641016151377544,0.0,0,6162
STEPHEN J TAYLOR,POSS CDS/ANALOG - SCHD I II II,22.8,5,114,58,2,23.910248848558645,17.0,2,13.2,5,66,24,0,10.73312629199899,12.0,24,6163
STEPHEN J TAYLOR,POSS OF WEAPON FOR UNLAWFUL PU,1825.0,2,3650,1825,1825,0.0,1825.0,1825,0.0,2,0,0,0,0.0,0.0,0,6164
STEPHEN J TAYLOR,RESIST ARR/ELUD-AFTER INSTRUCT,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,6165
STEPHEN J TAYLOR,RESIST ARR/ELUD-CAUSE RISK OF,14.0,1,14,14,14,,14.0,14,36.0,1,36,36,36,,36.0,36,6166
STEPHEN J TAYLOR,RESIST ARR/ELUD-MV OP- RISK OF,3285.0,1,3285,3285,3285,,3285.0,3285,0.0,1,0,0,0,,0.0,0,6167
STEPHEN J TAYLOR,RESIST ARR/ELUD-PREVENTS OFFIC,74.0,1,74,74,74,,74.0,74,24.0,1,24,24,24,,24.0,24,6168
STEPHEN J TAYLOR,RESIST ARR/ELUD-USE/THREATEN F,43.5,2,87,85,2,58.68986283848344,43.5,2,42.0,2,84,60,24,25.45584412271571,42.0,24,6169
STEPHEN J TAYLOR,SEXUAL ASSAULT-VIC < 13 & DEF,2433.3333333333335,3,7300,2555,2190,210.73284825421337,2555.0,2555,0.0,3,0,0,0,0.0,0.0,0,6170
STEPHEN J TAYLOR,SEXUAL ASSAULT-VICTIM 13-15 Y/,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,6171
STEPHEN J TAYLOR,SHOPLIFTING-TAKE MERCH W/O PAY,64.0,1,64,64,64,,64.0,64,0.0,1,0,0,0,,0.0,0,6172
STEPHEN J TAYLOR,SIMPLE ASSAULT-PURPOSELY/KNOWI,88.0,4,352,288,5,133.93779650768238,29.5,5,6.0,4,24,12,0,6.928203230275509,6.0,0,6173
STEPHEN J TAYLOR,SIMPLE ASSAULT-THREAT OF SBI B,20.75,4,83,81,0,40.16943282314717,1.0,1,7.5,4,30,12,0,5.744562646538029,9.0,12,6174
STEPHEN J TAYLOR,TERRORISTIC THREATS-THREAT TO,139.66666666666666,3,419,373,0,203.37731764710963,46.0,0,12.0,3,36,24,0,12.0,12.0,0,6175
STEPHEN J TAYLOR,TERRORISTIC THREATS-THREATEN I,2.0,1,2,2,2,,2.0,2,24.0,1,24,24,24,,24.0,24,6176
STEPHEN J TAYLOR,THEFT BY DECEPTION-VALUE $500-,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,6177
STEPHEN J TAYLOR,THEFT BY UNLAWFL TAKNG-MOVABLE,164.8,5,824,299,8,133.09658147375538,170.0,8,9.6,5,48,12,0,5.366563145999495,12.0,12,6178
STEPHEN J TAYLOR,THEFT OF PROP LOST MISLAID/DEL,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,6179
STEPHEN J TAYLOR,UNLAWFUL POSS WEAP - OTHER WEA,178.75,4,715,364,2,148.40794003915917,174.5,2,30.0,4,120,36,12,12.0,36.0,36,6180
STEPHEN J TAYLOR,UNLAWFUL POSS WEAPON - HANDGUN,24.0,1,24,24,24,,24.0,24,24.0,1,24,24,24,,24.0,24,6181
STEPHEN J TAYLOR,WITNESS TAMPERING-OBSTRUCT OFF,364.0,1,364,364,364,,364.0,364,0.0,1,0,0,0,,0.0,0,6182
STEVEN F NEMETH,ASSAULT BY AUTO/VESSEL SBI VIO,579.0,1,579,579,579,,579.0,579,0.0,1,0,0,0,,0.0,0,6183
STEVEN F NEMETH,BURGLARY-ENTERING STRUCTURE ET,1151.857142857143,7,8063,1825,428,630.854824443635,1460.0,1460,0.0,7,0,0,0,0.0,0.0,0,6184
STEVEN F NEMETH,BURGLARY-NO BI AND/OR UNARMED,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,6185
STEVEN F NEMETH,CDS - MANU/DIST/PWID - HEROIN/,2920.0,1,2920,2920,2920,,2920.0,2920,0.0,1,0,0,0,,0.0,0,6186
STEVEN F NEMETH,CDS - MANU/DIST/PWID - METH -,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,6187
STEVEN F NEMETH,CDS/ANALOG - DISTRIBUTE ON/NEA,2068.3333333333335,3,6205,2920,1460,759.8080898051385,1825.0,1460,0.0,3,0,0,0,0.0,0.0,0,6188
STEVEN F NEMETH,CONSPIRACY - AGREE/ENGAGE IN C,840.3333333333334,3,2521,1825,0,921.0213533536198,696.0,0,12.0,3,36,36,0,20.784609690826528,0.0,0,6189
STEVEN F NEMETH,CREDIT CARD THEFT - FRAUDULENT,1460.0,2,2920,1460,1460,0.0,1460.0,1460,0.0,2,0,0,0,0.0,0.0,0,6190
